<Trait>	sim
I6540	64.83874723160095
I6543	57.646950180776024
I6546	58.37219933089623
I6549	54.789165643358075
I6552	60.93879502060648
I6555	59.70360518453751
I6558	52.59474045865309
I6561	47.697800807641634
I6564	56.83364890337942
I6567	62.41955326392727
I6570	62.021910793823224
I6573	54.964237737122744
I6576	50.45777371870333
I6579	52.19966179624912
I6582	63.27555531838139
I6585	59.6723156707605
I6588	59.2124600713871
I6591	61.00256790491378
I6601	50.310753366076504
I6607	65.9444118015219
I6610	55.304849516537935
I6613	57.26783779307058
I6616	47.86281357494286
I6619	64.92329175277945
I6622	48.05753443795246
I6625	61.22816386170543
I6628	70.75600942047909
I6631	56.14840366447253
I6634	55.27391825027599
I6637	62.83402180937471
I6640	60.88929232168504
I6643	53.512201953939005
I6646	54.003451949935645
I6649	58.34383486011801
I6652	57.94406384708257
I6655	54.02716164759918
I6658	58.7784636354413
I6661	53.73236102595645
I6664	60.67899797101023
I6666	47.86901081464221
I6670	55.60265151737839
I6673	60.77293692294956
I6676	64.47164696852082
I6679	58.29410985414282
I6682	60.062712631518764
I6684	56.75594568698157
I6687	63.961489244163815
I6690	64.7667599085322
I6693	55.97825054380962
I6696	63.94252348805771
I6699	63.200213623939355
I6702	50.07882219255217
I6705	52.6296137857929
I6708	64.3503423476064
I6711	62.43138842104787
I6714	57.54090800646092
I6717	60.95390216864288
I6720	64.02703717359523
I6723	63.04818960441135
I6726	57.59907253782809
I6729	56.14428040748739
I6732	58.89012780700203
I6735	54.296526763602095
I6738	60.8525382280417
I6741	58.15877347590017
I6744	58.750430752881705
I6747	53.569348210962836
I6750	58.82992411082315
I6753	54.31780304281192
I6756	64.21737559607695
I6759	58.23565419482369
I6762	56.91592087071468
I6765	62.76216681028767
I6768	57.8148309696656
I6772	55.143176133089156
I6776	66.56274845140928
I6780	59.10837474310443
I6784	63.709094363315344
I6788	58.36989360982599
I6792	61.2559734516461
I6796	58.462241793273975
I6800	56.12078484702377
I6804	53.67706787327718
I6808	65.79406615482499
I6811	66.23662908224293
I6814	58.946251609255256
I6817	55.174108317702924
I6820	64.26610968764027
I6824	56.46736196264785
I6828	54.366366503132696
I6832	56.34080731807167
I6836	65.32836359535808
I6840	57.877313739074715
I6844	60.332871710011304
I6848	47.40435653137267
I6852	62.908632811858595
I6856	53.39665203490382
I6860	46.29841749310222
I6864	62.82395194565513
I6868	61.53872445065571
I6872	61.00836824896105
I6876	56.241792833444514
I6880	54.389462234798344
I6884	52.998459101380675
I6888	60.90321352824016
I6892	53.76231724330186
I6896	50.559354308328764
I6900	64.21121933960906
I6904	51.39546769651844
I6908	58.21743871291561
I6912	52.75050914987583
I6916	62.23359979422803
I6920	66.82754700810582
I6924	58.494973486789874
I6928	61.70037767426009
I6932	58.294667344298844
I6936	55.789043815669345
I6940	62.941682185638335
I6944	58.901406468698205
I6948	61.738285789289726
I6952	51.73311735496076
I6956	65.31961070018004
I6960	62.77972390809675
I6964	58.16783223292513
I6968	58.99461620071137
I6972	59.23563770545812
I6976	63.506782982899004
I6980	57.753458967279954
I6984	60.478037237153124
I6988	65.95233994800506
I6992	54.71588897954138
I6996	54.91021544890766
I7000	56.56984298362674
I7004	65.13329182878127
I7008	59.708172939694094
I7012	53.31138782947316
I7016	56.711179725956924
I7020	51.941354581952496
I7024	66.60583979162163
I7028	53.71031785133923
I7032	55.40478788576378
I7036	55.98821979803923
I7040	53.58739197127585
I7044	66.24215629145611
I7048	62.03085087967451
I7052	48.76245474136051
I7056	57.94273282463647
I7060	59.23468907701986
I7064	61.564971287215805
I7068	53.09697550096527
I7072	53.03207888706741
I7076	63.58495764315817
I7080	59.503185589549936
I7084	53.62773875040505
I7088	53.185381985097074
I7092	54.321689609784784
I7098	63.957905798440734
I7102	59.85354121452142
I7106	52.5110715315125
I7109	59.46534205844532
I7112	56.50281258786358
I7115	56.53343904806423
I7119	57.55831377683124
I7123	57.51465615914755
I7127	56.95686400728069
I7131	65.72575797243937
I7136	63.938731742848674
I7140	54.58987954823916
I7144	59.66171485668961
I7148	61.131691996948035
I7152	58.95728551128541
I7158	61.80315166291364
I7162	56.12853966071203
I7166	64.14224095692553
I7170	54.49403463954568
I7174	61.19652429244908
I7178	60.593957204650266
I7182	63.62199600779796
I7186	55.749708748792365
I7190	62.82910806038301
I7194	51.64861335865397
I7198	61.752093845616265
I7202	55.67852214581313
I7206	52.68418836943542
I7210	56.68532291807136
I7214	45.81705681676965
I7218	52.09335652185088
I7222	51.48449496069573
I7226	62.656435545679976
I7229	59.29730801122477
I7233	62.15245283219444
I7237	60.4104091215308
I7241	57.48314376771544
I7245	60.76041036600717
I7249	62.134889411692356
I7253	54.20111506693475
I7257	54.93642116089757
I7261	58.49854513802061
I7265	55.07936508017212
I7269	56.98684839307694
I7273	57.429507122701594
I7277	59.71138029190965
I7281	54.97946365463349
I7285	51.42835664734324
I7289	61.75322530626516
I7293	65.18915445293243
I7297	54.6474978592378
I7301	65.67356127537145
I7305	61.14972647911755
I7309	61.99066226081959
I7313	53.17392312381849
I7317	58.21432140687378
I7321	58.757028196310166
I7325	62.42802552909278
I7329	61.96282704173965
I7333	58.05953395411704
I7337	56.19732181007776
I7341	63.55543013875592
I7345	54.469438627921825
I7349	59.82980584653143
I7353	64.01579019107707
I7357	47.265075889572664
I7361	56.58930958915215
I7365	51.02635590164361
I7369	62.28002802504412
I7373	55.16508195623341
I7377	59.01807050207503
I7381	56.41546621150128
I7385	48.3977553171437
I7389	59.82144553920548
I7393	57.46244851762988
I7397	54.490941889337115
I7401	61.85012943373315
I7405	60.759045678364934
I7408	55.86885832551197
I7412	62.47057698040901
I7416	63.575293408565706
I7420	71.17799493759486
I7424	59.70261984760133
I7428	58.59652844469228
I7432	51.35697572678321
I7436	54.60915929109922
I7440	64.57532350197313
I7444	59.80676224141701
I7448	61.4391094129083
I7452	58.927021679023326
I7456	61.71017442938059
I7460	52.43616448008723
I7464	62.8794121464546
I7468	61.49497452960021
I7472	57.0552076618942
I7476	60.11957360814402
I7480	55.20879469024523
I7484	51.88127948780665
I7488	50.69091975693787
I7492	60.92632336761151
I7496	58.62889521066834
I7500	57.482279642009
I7504	56.895813397184476
I7508	70.36735637397189
I7512	55.99948969751999
I7519	57.260011493315346
I7521	62.635039117876445
I7525	69.01604831520805
I7529	57.71897887924809
I7533	63.98952330063949
I7537	64.19956094776018
I7541	53.991721729494486
I7545	58.30891039927169
I7549	55.05575122372929
I7553	59.155050473244955
I7557	60.60469963243419
I7561	56.10956095942618
I7566	58.79172209953531
I7570	70.11242728753557
I7574	62.77465312731229
I7578	57.79936600573676
I7582	63.28464660471199
I7586	57.14509124543469
I7590	58.950289210612844
I7594	62.6001026933988
I7598	61.91843939778421
I7602	56.75744549478613
I7606	61.128328178009205
I7610	59.465356127174346
I7614	58.124445797528516
I7618	58.50902662969415
I7622	67.27240585978572
I7626	58.30254747075769
I7630	58.94291501181465
I7634	60.292135300072495
I7638	60.60882516669256
I7642	63.6856825217265
I7646	57.90713607126188
I7650	55.38637496346675
I7654	53.674906879107674
I7658	62.56585669417238
I7662	62.66203737461884
I7666	56.43975931040603
I7670	64.97294452649633
I7674	48.595736800087494
I7678	56.767460479911755
I7682	60.035938716996554
I7686	57.57559595365663
I7690	67.20096607481722
I7693	65.71169917955311
I7697	55.234732030591836
I7701	54.251043130820726
I7705	54.97467206153373
I7709	52.27819123972736
I7713	56.063509102822735
I7717	58.76072452846921
I7721	59.68453894691525
I7725	57.35317783743687
I7729	61.065212857080276
I7733	53.45420605360577
I7737	56.154697419555056
I7741	54.63167408470508
I7745	52.24652512353921
I7748	53.60255561173589
I7751	65.51236321718395
I7754	58.753698482573
I7757	66.9926744589015
I7760	62.29040457108636
I7764	64.89380654132886
I7766	56.380383999516866
I7768	59.30257650090926
I7770	55.99061240790767
I7772	64.42760078528954
I7774	63.99235930510574
I7776	58.82691409748863
I7778	61.90676602254622
I7780	64.3573069223256
I7782	59.6178092202626
I6003	53.056360641294305
I6004	61.99014570361521
I6007	57.14714201289984
I6010	67.16400107563379
I6013	54.71982187617902
I6016	56.707562877042996
I6018	61.15782114738464
I6021	61.21042122140325
I6025	63.11129950834457
I6028	62.53540193392821
I6031	56.61520504665416
I6034	65.20345183891195
I6037	63.25506168019015
I6040	64.15520276035954
I6043	60.11404687539021
I6046	62.63585398984297
I6049	55.669880237349844
I6052	62.76317687177699
I6055	56.38981076641523
I6059	57.622562166079824
I6062	58.737221959723705
I6064	61.80196428887336
I6067	58.112162045299996
I6070	56.60386292419506
I6072	55.5757545914023
I6109	54.65249038567739
I6110	56.14759912509532
I6112	59.876914764169875
I6114	59.67504747444481
I6116	57.119211780371366
I6118	60.05413274647837
I6121	58.124391327656745
I6124	58.58796834783256
I6127	48.927275142995185
I6130	55.2833937398641
I6133	56.98193958018785
I6136	53.815313031678606
I6139	63.80745748483751
I6142	52.84310204016603
I6145	66.90048434912588
I6148	60.68369445205812
I6151	54.612528585261984
I6154	53.762491118435946
I6157	58.336238227515075
I6160	54.03533862601844
I6163	58.43621674950167
I6166	59.69604380230115
I6169	59.747201208795694
I6172	65.7155719633507
I6175	55.615868946883424
I6178	67.87012867167384
I6181	51.922822838030356
I6184	54.47909581767433
I6187	57.49283810336144
I6190	59.58192454987554
I6193	55.566648966458246
I6196	55.90152411333198
I6199	54.01237391498777
I6202	60.25461670543483
I6205	59.71035351319493
I6208	58.36348582747477
I6211	64.9576938527797
I6214	54.802730760650135
I6217	70.87352262463791
I6220	62.645716420356095
I6223	55.52075113769261
I6226	59.98619264987204
I6229	53.03123128763339
I6232	56.668432127785294
I6236	60.73788658831479
I6239	67.79493926344234
I6242	61.61820340914611
I6245	58.630594993024644
I6248	52.23788438948842
I6251	54.035569624014904
I6254	60.7387092446737
I6257	60.91047726948893
I6260	63.29363119264246
I6263	62.87999426254317
I6266	48.57350808266704
I6269	63.78025876003201
I6272	63.87758066871559
I6275	66.26866063018296
I6278	59.44543266411632
I6281	61.63871972897769
I6284	61.15343856774506
I6287	52.51271686463119
I6290	64.37388276101619
I6293	54.43666268632474
I6296	61.55252519942787
I6299	64.96512372059462
I6302	52.951489389628684
I6305	54.34301012685101
I6308	57.228804027360844
I6311	54.46202842986392
I6314	58.7161962865631
I6317	56.43112120147043
I6320	58.84419473026769
I6323	55.25380729290743
I6326	61.01680848893055
I6329	49.32053175982363
I6332	62.14675768683755
I6335	59.08674186904539
I6338	61.238430482293765
I6341	58.45281505476521
I6344	62.143111150136946
I6347	55.78831032667368
I6350	65.3018488668242
I6353	54.11065877734468
I6356	52.991746193673066
I6359	64.09457550800359
I6362	60.067624506933605
I6365	66.05967532317037
I6368	64.64545643819798
I6371	59.20603858765556
I6374	59.16380388980128
I6377	52.93889553722844
I6380	59.384361141012505
I6383	54.95610474196798
I6386	69.41073070870712
I6389	54.9933303714524
I6392	64.34738304566439
I6395	52.75449954669943
I6398	61.80218114873717
I6401	64.26607908636701
I6404	66.12997269650715
I6407	64.65255906600878
I6410	58.247015064451375
I6413	58.17667398558754
I6416	58.48268124401974
I6419	54.67732118356861
I6422	63.367470893561276
I6425	54.574333554296025
I6428	57.340432930808255
I6431	57.702911163131496
I6434	61.497425688675264
I6437	63.62559605759709
I6439	54.160763612039986
I6442	61.00022958796506
I6445	58.56097161539148
I6448	59.67960880513516
I6451	60.099814198056876
I6454	63.03748975957302
I6457	58.066378112234005
I6460	54.596689454989225
I6463	59.002278675682824
I6466	53.26914816281142
I6469	59.88930322899153
I6472	54.426602444292165
I6475	62.995746312142685
I6478	68.71912395915739
I6481	67.19157939279181
I6484	58.12225865542588
I6487	57.79676951269535
I6491	57.60637268544299
I6494	65.54576837973826
I6497	58.36713994203484
I6500	54.21346842075322
I6503	57.02510120596179
I6506	55.45610727584257
I6509	60.57133946469476
I6512	60.68824869268087
I6515	63.91470905906451
I6518	58.28762500921034
I6521	53.83877854696096
I6524	61.40878949115844
I6527	56.89570238528662
I6530	61.14737001929046
I6533	54.355504139606616
I6536	49.0062508084164
I6539	56.15269574171904
I6542	63.4911092801218
I6545	48.94682776148084
I6548	63.99503636352227
I6551	58.870908844332526
I6554	59.883433149362524
I6557	54.53871117698798
I6560	55.33123724172348
I6563	53.79007174635917
I6566	47.06418158439337
I6569	53.21345012046435
I6572	63.05802259756901
I6575	56.88156357588817
I6578	57.67018899157217
I6581	61.834933503409204
I6584	69.27675586545564
I6587	53.12655858757159
I6590	60.30129421098668
I6593	65.19101696718339
I6596	58.936451479131776
I6598	64.08103629115047
I6600	62.16841514719449
I6603	52.34998587697922
I6605	56.003272760048155
I6608	58.04254573258238
I6611	63.678343831677104
I6614	64.81553913059761
I6617	65.27157242184178
I6620	52.65548260770458
I6623	62.532481018938874
I6626	56.22857755518247
I6629	61.16703227372869
I6632	60.37331094965804
I6635	58.44765118695612
I6638	57.342186849477905
I6641	61.659982974395874
I6644	55.50292961898022
I6647	63.85124717249087
I6650	54.64936644038945
I6653	60.84939138780637
I6656	58.71485717695236
I6659	57.78842081040504
I6662	54.61331873541873
I6665	58.04547295083607
I6668	66.85799253104966
I6671	59.9572093726593
I6674	62.60015384754249
I6677	59.90173894313706
I6680	53.38488960923269
I6683	55.886507365506894
I6686	57.29475672081847
I6689	57.15761822901071
I6692	63.34655159140478
I6695	51.39577742014575
I6698	58.7765016494031
I6701	59.56066677055184
I6704	56.895202456403986
I6707	57.44384395511802
I6710	59.841924140549274
I6713	59.56824170349694
I6716	56.77050920207637
I6719	59.9962650001137
I6722	58.41020995083867
I6725	67.71572812042373
I6728	60.09737926651069
I6731	58.88159348512258
I6734	48.15776300435635
I6737	60.32452601901106
I6740	57.4887001985109
I6743	55.365854745298826
I6746	57.890961529821
I6749	53.00776243703011
I6752	55.97797589381812
I6755	57.91027892935795
I6758	62.65111364837267
I6761	50.77996426622074
I6764	54.514782766420744
I6766	62.06111843563298
I6770	63.038968376374214
I6774	59.238114408008414
I6778	57.198490639799154
I6782	48.06015635142601
I6786	53.78273298780676
I6790	55.71387616620313
I6793	61.09247680849242
I6797	55.01545964918914
I6801	59.711548948238736
I6805	62.921914955094486
I6809	55.82942935368748
I6815	50.63819871488215
I6818	63.12090825694182
I6822	61.11407403212341
I6826	57.36548085348865
I6830	62.54716636943293
I6834	59.61395603598155
I6838	59.77000008239581
I6842	56.56982937683165
I6846	64.57497324893097
I6850	53.29383855052071
I6854	57.6187869969352
I6858	61.273130157095466
I6862	56.26831914292176
I6866	61.430993737481614
I6870	63.485997829258096
I6874	51.754713108050126
I6878	65.43063940119085
I6882	57.741540254888555
I6886	54.28579316880277
I6890	55.596940051116
I6894	46.06196644225458
I6898	62.852127986076894
I6902	50.28381112066032
I6906	50.03255905715649
I6910	59.93602683928096
I6914	53.044702145807285
I6918	61.671374479361134
I6922	56.374310010021354
I6926	55.63655518973792
I6930	55.0024215760728
I6934	64.88869877678938
I6938	57.98610543090684
I6942	57.20525951962205
I6946	59.874254875137964
I6950	64.90795494927276
I6954	60.52143593861541
I6958	60.072394056006495
I6962	57.78795177498364
I6966	59.55612998665578
I6970	56.80201065815263
I6974	59.56143391405203
I6978	60.614880170757225
I6982	57.14023723656738
I6986	60.10034349113201
I6990	57.464655117897564
I6994	68.84021988786864
I6998	60.19247350427899
I7002	59.71821795132135
I7006	63.6235980574366
I7010	59.157130721967924
I7014	58.606795259072165
I7018	59.17205793958294
I7022	63.40866183110178
I7026	61.957098895163746
I7030	72.11797700402045
I7034	56.557535445605374
I7038	58.097389222642676
I7042	47.834524902219265
I7047	64.50735746455027
I7051	60.07387891270357
I7055	55.50630747655391
I7059	62.31097581046092
I7063	56.248542510888456
I7066	65.10432258581085
I7070	57.119117396391346
I7074	66.14745787699646
I7079	61.4644445769309
I7082	52.90227186287388
I7087	47.16096328349394
I7091	63.04198807076827
I7094	59.70035216598214
I7097	65.22515119500862
I7101	58.93215150272801
I7105	56.47474754060056
I7108	50.5926949041387
I7111	55.18446054302808
I7114	60.3893981734985
I7118	60.47972044200868
I7122	47.91927148650096
I7126	59.28687414243644
I7130	53.59240317540335
I7134	61.848651514157055
I7138	47.426521676960455
I7142	62.83437280818832
I7146	60.820725124511
I7150	55.986654377219395
I7154	57.53921786454865
I7157	64.50770775042909
I7161	58.603909270234496
I7165	56.178123395712724
I7169	62.21551069925699
I7173	62.310917480464965
I7177	58.19252846505618
I7181	49.87881159406054
I7185	60.000635003544865
I7189	58.58991409003824
I7193	57.0051712573894
I7197	69.38353573966138
I7201	62.57200541340379
I7205	55.642098424434465
I7209	59.2803160745857
I7213	59.812991742968514
I7217	52.69051649565154
I7221	60.68834355886656
I7225	56.85106015903011
I7231	52.38634298519391
I7235	52.38164173870352
I7239	55.57049543946777
I7243	69.04378534736982
I7247	58.54967789117582
I7251	60.00962293515639
I7255	51.99666481773757
I7259	59.3136801749469
I7263	58.80789565373619
I7267	58.829604070229394
I7271	58.490397631446505
I7275	47.847245453217155
I7279	61.92431794256519
I7283	60.177652422281675
I7287	55.51338457675888
I7291	53.87071495446966
I7295	54.013643487147334
I7299	52.542024718371586
I7303	53.50952481737768
I7307	61.05415642308226
I7311	60.27350285091535
I7315	55.206833538765
I7319	64.06183893927758
I7323	62.81530487574888
I7327	60.03645157788956
I7331	61.90449323869585
I7335	62.19192224441926
I7339	54.141007059353775
I7343	60.018860553804785
I7347	71.56584865181661
I7351	51.340153068782605
I7355	60.87611509868895
I7359	61.65202441047322
I7363	59.546964803810454
I7367	54.7972273680846
I7371	68.4121876591747
I7375	57.56194171097685
I7379	52.100638038249194
I7383	61.182562571378746
I7387	58.22496466140967
I7391	54.085714836276736
I7395	64.12455485403713
I7399	64.45004238199337
I7403	65.08466285804295
I7407	62.65857083953024
I7411	58.20162964998751
I7415	52.25972789446369
I7419	57.35350497583391
I7423	50.5208519358231
I7427	59.657761503971244
I7431	56.58961947469827
I7435	64.03247817429165
I7439	64.83124649297942
I7443	59.02692917616871
I7447	60.15577015997533
I7451	66.50298959076153
I7455	57.784011106862074
I7459	57.196702036634406
I7463	63.43893452608597
I7467	47.38342948458349
I7471	54.71062385200473
I7475	62.2034816823183
I7479	57.87778833783099
I7483	62.45993996171415
I7487	59.677812100153496
I7491	60.365690770660294
I7495	66.2383092744793
I7499	57.545886140823235
I7503	58.032082475120454
I7507	60.52463729821295
I7511	59.67300758868582
I7514	65.21777681065657
I7516	57.017952443317085
I7520	61.46039484562817
I7524	56.18833566051839
I7528	58.03078128621951
I7532	62.265928281292844
I7536	63.34566748439526
I7540	65.32912532817214
I7544	66.16480675271069
I7548	61.037766002915184
I7552	58.465945022246025
I7556	61.58986667358235
I7559	59.94103246948224
I7563	64.61775567695011
I7567	63.23755833569725
I7571	51.5918600315527
I7575	44.68713732543773
I7579	65.08586065220314
I7583	56.60334974994049
I7587	62.880592531002726
I7591	62.35478849095309
I7595	57.530373191906016
I7599	64.46893846177008
I7603	62.363996225523536
I7607	61.344675809452724
I7611	63.448622188555234
I7615	54.582971694646886
I7619	62.882937893512306
I7623	54.61652372457648
I7627	56.45629410663721
I7631	58.47398318269954
I7635	57.94668134726092
I7639	54.63441394150982
I7643	59.49372540218055
I7647	63.55544105476724
I7651	60.14404707128352
I7655	59.91158683067784
I7659	52.05276154365446
I7663	56.46995146556785
I7667	58.426550609597754
I7671	65.99358388167957
I7675	56.63021072059194
I7679	61.296607448318575
I7683	64.46595207080725
I7687	46.579301192932654
I7691	52.5088377748908
I7695	65.13236844624149
I7699	56.0959271516718
I7703	46.92556307605229
I7707	57.20722144196762
I7711	52.139632477974295
I7715	60.88864572576132
I7719	68.30400903166995
I7723	52.492601309441454
I7727	50.8363396242714
I7731	66.57541789478294
I7735	63.09203492387222
I7739	56.390997407233634
I7743	59.124325514161804
I7746	63.157460498434205
I7749	59.290013458624074
I7752	51.710143685062555
I7755	65.14362993911733
I7758	62.3130280331482
I7762	55.63266495481265
