C0_062314_043	0.2754	0.0080	0.0526	0.2300	0.1652	0.2688
C0_062314_054	0.7398	0.0062	0.0037	0.1659	0.0581	0.0264
C0_168_1	0.808_18	0.0065	0.0413	0.1159	0.0217	0.0057
C0_062314_038	0.8857	0.0016	0.0009	0.1065	0.0042	0.0011
C0_062314_080	0.8894	0.0031	0.0033	0.0979	0.0011	0.0052
C0_062314_044	0.9038	0.0050	0.0017	0.0872	0.0010	0.0013
