105
I1	2.30143	0.86876	1.07776	0.98919	0.88244	0.88186	1.33501	0.90840	0.99513	1.13382	0.86864	0.98357	0.88539	0.91436	1.55076	0.87351	0.85336	1.36966	0.85214	1.14798	1.04474	1.50033	0.87220	0.98972	1.43530	0.87060	0.90553	1.00214	0.85036	1.27453	0.90805	1.36831	1.16184	0.90484	0.97689	0.93162	1.04700	1.42573	0.90114	0.90127	0.86287	0.89188	0.91020	1.04033	1.16109	1.21307	1.58360	0.87117	1.03603	0.90939	0.89915	0.99591	0.91141	0.96274	0.89618	0.89342	0.91584	1.06210	1.09678	0.91755	1.21926	0.90328	1.13291	1.19855	1.37763	0.88732	1.21483	1.04641	0.90890	0.88548	0.88343	0.87709	0.89948	0.96121	0.89495	1.16646	0.97837	0.96248	0.84539	1.31462	0.88039	0.89132	1.24653	1.07968	1.31008	0.89717	1.02489	1.00382	1.31713	0.91102	0.85517	1.11519	0.90285	0.88108	0.89692	0.90830	0.89077	1.06722	0.90354	0.90905	0.86627	0.96720	0.89088	0.89712	1.13302
I2	0.86876	2.27065	0.88804	0.92824	1.50803	1.04067	0.88468	0.95758	0.94330	0.91723	1.44575	0.88361	0.96235	0.98545	0.89778	1.28910	0.97315	0.90632	0.96656	0.87831	0.89318	0.87867	1.18756	0.88912	0.90376	1.17254	0.94813	0.91179	1.53914	0.91459	0.93942	0.87726	0.89966	0.96264	0.90217	0.93238	0.90760	0.88118	0.95075	0.97617	1.24815	0.95795	0.95090	0.90813	0.90308	0.89463	0.86397	0.95201	0.91246	0.98359	0.97957	0.89043	0.92920	0.87713	0.94854	0.96804	0.94636	0.91761	0.89284	0.92891	0.87891	0.93245	0.92579	0.88605	0.87428	1.23937	0.91152	0.91831	0.93758	0.98258	0.98774	1.30944	0.96259	0.88945	0.92214	0.88286	0.93007	0.88846	1.37577	0.88182	1.24029	0.94870	0.90724	0.88953	0.86964	0.98261	0.86259	0.90535	0.88482	0.96112	0.92251	0.90864	0.97606	0.94136	0.92835	0.91599	0.93026	0.89141	0.92338	0.98869	0.96267	0.89409	0.93405	1.01932	0.91452
I3	1.07776	0.88804	1.95188	1.07420	0.90186	0.88432	1.13900	0.89919	1.24264	1.25326	0.87817	1.28982	0.87986	0.89448	1.20405	0.86954	0.88056	0.95247	0.87418	1.24742	1.34668	1.12740	0.88971	1.30516	1.18924	0.86154	0.84883	1.24195	0.85692	1.16630	0.86068	1.17088	1.27725	0.89457	1.26887	1.04350	1.34866	1.17380	0.88353	0.91977	0.85848	0.90458	0.86473	1.21758	1.24773	1.18301	1.12670	0.87157	1.04648	0.90209	0.90267	1.31842	0.85068	1.42152	0.86082	0.91242	0.89766	1.26035	1.29644	0.85561	1.28725	0.86064	1.24429	1.33121	1.12973	0.88617	0.99895	1.25483	0.85234	0.88235	0.90879	0.86039	0.89643	1.20816	1.04344	1.20942	1.14700	1.29489	0.85251	1.35030	0.88313	0.87632	1.22792	1.25807	1.11576	0.89680	1.28760	1.18454	1.14479	0.91695	0.86017	1.28884	0.89881	0.86241	0.82806	0.86433	0.84848	1.19697	1.07189	0.90819	0.89298	1.11017	1.04460	0.88566	1.18736
I4	0.98919	0.92824	1.07420	1.98069	0.93139	0.92955	1.00674	0.94626	1.01941	1.09725	0.93251	0.95131	0.91505	1.22590	1.06981	0.93087	0.94373	0.97847	0.96401	1.11120	1.06309	1.04653	0.94716	1.00906	1.11749	0.90712	0.93526	1.11429	0.92193	1.02739	1.41835	1.06760	1.23914	0.95839	1.04741	0.98213	1.08380	1.06218	0.90924	0.94146	0.90858	0.95822	1.40587	1.04864	1.06027	1.01944	1.08590	0.96112	1.04166	0.96562	0.94422	0.98231	1.41951	0.98625	1.37071	1.15117	0.93264	1.08356	1.02373	1.36006	0.95453	1.20372	1.15832	1.07765	1.05345	0.93500	1.00876	1.07154	1.27423	0.93910	0.95288	0.93452	0.94533	0.99660	0.93775	1.16070	0.97523	0.94853	0.92509	1.14941	0.94228	1.18568	0.96851	1.07803	1.04676	0.93312	0.94973	1.06154	0.98037	0.92322	0.91416	1.04314	0.94036	0.92488	1.37315	1.29590	1.24182	1.01976	0.95992	0.96804	0.95509	0.92914	0.95065	0.93357	1.11115
I5	0.88244	1.50803	0.90186	0.93139	2.25985	1.01717	0.88698	0.97663	0.94539	0.91727	1.79878	0.91086	0.95582	0.99517	0.90581	1.23705	0.97008	0.92537	0.94512	0.88033	0.88312	0.90260	1.30939	0.89503	0.90472	1.20481	0.95058	0.90802	1.71285	0.91669	0.93366	0.89554	0.91080	0.95073	0.89104	0.90818	0.90262	0.87500	0.95517	0.97671	1.14527	0.98683	0.93737	0.88400	0.91514	0.88329	0.89426	0.94378	0.91830	0.97373	0.97431	0.89825	0.93045	0.90106	0.94448	0.94412	0.96238	0.90027	0.90469	0.92994	0.90087	0.93935	0.91480	0.87633	0.88606	1.17502	0.92520	0.90966	0.94808	1.00566	0.97520	1.27816	0.97959	0.88341	0.91441	0.85894	0.92283	0.88653	1.30266	0.88723	1.18555	0.94789	0.89194	0.89862	0.88693	0.99862	0.87111	0.86913	0.90105	0.98180	0.92404	0.90720	0.96699	0.94288	0.92514	0.93568	0.92747	0.87527	0.92979	0.97849	0.98010	0.90778	0.92582	1.10290	0.90771
I6	0.88186	1.04067	0.88432	0.92955	1.01717	2.14950	0.88400	0.99288	0.93902	0.91543	1.00628	0.88293	0.95411	0.98852	0.88876	1.01277	0.96661	0.92593	0.96002	0.86817	0.87880	0.87538	1.18654	0.87685	0.87940	1.08627	0.94993	0.89302	0.99004	0.88960	0.93768	0.88535	0.87135	0.92584	0.88799	0.92209	0.87575	0.87548	1.36554	0.97613	1.09140	0.96257	0.95552	0.88095	0.90029	0.87819	0.87651	0.95141	0.90627	0.95181	0.97282	0.88764	0.92577	0.89752	0.94991	0.96553	0.96922	0.88718	0.89471	0.94223	0.88771	0.91757	0.89507	0.88997	0.87969	1.05916	0.92208	0.88449	0.94418	1.21311	0.97172	1.00560	0.96877	0.86934	0.90401	0.86869	0.92919	0.87846	1.07555	0.88086	1.11055	0.95594	0.88557	0.87931	0.86607	0.99020	0.85958	0.90128	0.89913	0.99119	0.93703	0.90443	0.95998	0.93001	0.92520	0.93327	0.93849	0.88346	0.90546	0.97098	0.96645	0.89851	0.92680	1.06197	0.88445
I7	1.33501	0.88468	1.13900	1.00674	0.88698	0.88400	1.93633	0.89174	1.12068	1.16445	0.87743	1.37185	0.90040	0.89876	1.22592	0.88258	0.87557	1.16357	0.87860	1.09216	1.14916	1.40981	0.88056	1.23578	1.31481	0.87472	0.88159	1.17498	0.85950	1.13156	0.89980	1.27920	1.10828	0.91970	1.12810	1.14941	1.15269	1.28736	0.91247	0.88807	0.87032	0.89826	0.90308	1.18016	1.21971	1.30038	1.28329	0.87338	1.01075	0.90587	0.90313	1.24070	0.89595	1.24598	0.87874	0.89400	0.90901	1.22265	1.16783	0.89007	1.24827	0.87856	1.11780	1.25865	1.20066	0.89533	1.09045	1.14524	0.88262	0.90741	0.88097	0.87039	0.89788	1.27958	1.01887	1.14308	1.10236	1.26206	0.85877	1.17865	0.89073	0.90745	1.25468	1.17703	1.12095	0.89662	1.23781	1.13814	1.32924	0.89436	0.86798	1.20229	0.89609	0.87488	0.87912	0.90260	0.85721	1.15411	1.08726	0.89691	0.88701	1.26811	1.05340	0.88852	1.23645
I8	0.90840	0.95758	0.89919	0.94626	0.97663	0.99288	0.89174	2.37355	1.02938	0.91454	0.95838	0.88423	1.11890	1.13705	0.91996	0.95272	0.95095	0.93204	0.94478	0.92064	0.88123	0.87965	0.99608	0.88756	0.92085	0.95412	0.96099	0.91072	0.94752	0.93819	0.97687	0.89944	0.90326	1.08547	0.89954	0.96665	0.91140	0.89538	0.99435	1.34025	0.95509	1.38437	1.00227	0.89872	0.90548	0.90133	0.90022	0.94571	0.93012	1.09596	1.16312	0.90597	0.97075	0.87104	0.98408	1.12784	1.23855	0.88714	0.90605	0.98686	0.87014	0.96785	0.94366	0.91601	0.87569	0.99346	1.00467	0.90565	0.98535	0.98709	1.56690	0.97474	1.10041	0.86477	0.87562	0.89098	1.07122	0.89750	0.95273	0.91644	0.97946	1.26859	0.89747	0.90020	0.90596	1.49815	0.86244	0.89283	0.88877	1.39948	0.94187	0.90502	1.56837	0.94778	0.96291	0.97910	0.97153	0.89890	0.90005	1.11040	1.69351	0.99163	0.92966	0.96919	0.90723
I9	0.99513	0.94330	1.24264	1.01941	0.94539	0.93902	1.12068	1.02938	1.81601	1.10906	0.92460	1.15629	0.99344	1.00127	1.02097	0.92784	0.93745	0.96978	0.93036	1.05558	1.13717	1.02511	0.94448	1.22132	1.04709	0.91468	0.91950	1.14617	0.92307	1.02040	0.92160	1.04943	1.05812	1.02370	1.10883	1.17029	1.13745	1.03427	0.94946	1.01822	0.91551	1.11464	0.93781	1.08038	1.10007	1.10108	1.02504	0.92578	0.98943	1.00521	1.04827	1.18821	0.91583	1.18529	0.92308	0.97977	1.06361	1.13799	1.11287	0.93145	1.11527	0.92057	1.06085	1.15435	1.01571	0.94914	1.01675	1.09664	0.93276	0.93642	1.03240	0.92442	1.01686	1.22964	1.02865	1.03249	1.15491	1.18115	0.91866	1.06346	0.94808	0.97802	1.10252	1.13210	1.01375	1.04918	1.17860	1.10601	1.10796	1.04770	0.91303	1.11785	1.08441	0.91513	0.91173	0.93238	0.90891	1.06359	1.09732	1.01498	1.03539	1.17413	1.06389	0.93717	1.09242
I10	1.13382	0.91723	1.25326	1.09725	0.91727	0.91543	1.16445	0.91454	1.10906	1.92962	0.89690	1.20529	0.89238	0.92820	1.21883	0.89873	1.01076	1.05560	0.95420	1.16409	1.25098	1.18967	0.91509	1.26763	1.17667	0.89441	0.93139	1.27857	0.87664	1.16156	0.90656	1.20354	1.22403	0.92172	1.22250	1.05707	1.31148	1.14483	0.92721	0.93094	0.86385	0.94544	0.90658	1.19567	1.22010	1.20429	1.22354	0.93986	1.07440	0.90761	0.93724	1.24477	0.89302	1.30420	0.89589	0.91758	0.91187	1.32369	1.29475	0.89916	1.22929	0.88864	1.14484	1.25084	1.22106	0.91169	1.03232	1.27838	0.88902	0.93014	0.91565	0.89920	0.91813	1.21354	1.12543	1.25536	1.06162	1.20604	0.88602	1.16936	0.92229	0.91173	1.18827	1.27264	1.29643	0.92790	1.22088	1.26449	1.16763	0.93674	0.93510	1.36087	0.91451	0.93642	0.87082	0.89515	0.87188	1.21967	1.02680	0.94339	0.93009	1.06755	1.08037	0.91464	1.26971
